domain,tld,length,vowel_ratio,has_number,tld_score,keyword_score,brand_score,price,tier
gamesca.site,.site,7,0.4286,0,0.2,0.1033,0.5817,56000,low
travelna.net,.net,8,0.375,0,0.65,0.0216,0.4023,63000,low
vyaxcakriwy.online,.online,11,0.2727,0,0.25,0.1507,0.446,62000,low
axsite.net,.net,6,0.5,0,0.65,0.2694,0.4014,88000,low
axshainfo.org,.org,9,0.4444,0,0.58,0.0283,0.4018,104000,low
placepe.online,.online,7,0.4286,0,0.25,0.2823,0.582,126500,low
artna.online,.online,5,0.4,0,0.25,0.0699,0.502,52500,low
husirifosan.xyz,.xyz,11,0.4545,0,0.3,0.3372,0.4741,133000,low
zacaplace.org,.org,9,0.4444,0,0.58,0.0884,0.3987,87000,low
devenergy.info,.info,9,0.3333,0,0.18,0.3635,0.4862,53000,low
bhadabhafole.com,.com,12,0.4167,0,1.0,0.2532,0.4156,184500,low
bestunji.xyz,.xyz,8,0.375,0,0.3,0.2011,0.5641,116500,low
qorajteviezno.biz,.biz,13,0.4615,0,0.15,0.3591,0.4415,78500,low
untravel.info,.info,8,0.375,0,0.18,0.0852,0.4971,122000,low
qokiworld.site,.site,9,0.3333,0,0.2,0.3129,0.4598,94500,low
qokovybhamowy.site,.site,13,0.3077,0,0.2,0.0775,0.381,21000,low
besthu.info,.info,6,0.3333,0,0.18,0.2157,0.6017,82000,low
raservice.org,.org,9,0.4444,0,0.58,0.0563,0.4458,68000,low
nagarisha.site,.site,9,0.4444,0,0.2,0.0555,0.527,97000,low
jiplace.org,.org,7,0.4286,0,0.58,0.0766,0.4264,131000,low
tuaxinfo.biz,.biz,8,0.5,0,0.15,0.0873,0.3838,35000,low
zalezasiom.info,.info,10,0.5,0,0.18,0.353,0.4013,132000,low
caworld.org,.org,7,0.2857,0,0.58,0.2365,0.3856,120000,low
rajomopshaji.com,.com,12,0.4167,0,1.0,0.3714,0.4335,153000,low
milan37.org,.org,7,0.2857,1,0.58,0.3596,0.5564,55500,low
shaburawyra.net,.net,11,0.3636,0,0.65,0.0322,0.5128,116500,low
yojna.info,.info,5,0.4,0,0.18,0.2931,0.5323,79500,low
zaomvyom.net,.net,8,0.375,0,0.65,0.23,0.4723,124000,low
sirajdevrisi.in,.in,12,0.4167,0,0.9,0.16,0.3544,93500,low
hucainfo.net,.net,8,0.5,0,0.65,0.0572,0.4343,64500,low
xeomcaraxepu.net,.net,12,0.5,0,0.65,0.2986,0.4807,82000,low
bestvintu.info,.info,9,0.3333,0,0.18,0.2075,0.4128,35000,low
place.site,.site,5,0.4,0,0.2,0.1312,0.6179,91000,low
xehost.net,.net,6,0.3333,0,0.65,0.0617,0.5286,57000,low
buonline.org,.org,8,0.5,0,0.58,0.3279,0.4506,59500,low
peservice.org,.org,9,0.4444,0,0.58,0.2552,0.4391,111500,low
world66.com,.com,7,0.1429,1,1.0,0.2558,0.4836,130000,low
pravypevyno.net,.net,11,0.2727,0,0.65,0.1419,0.3509,133000,low
nakrionline.com,.com,11,0.4545,0,1.0,0.0316,0.4512,94500,low
luzone.org,.org,6,0.5,0,0.58,0.3308,0.5595,108000,low
besthu.xyz,.xyz,6,0.3333,0,0.3,0.1049,0.5614,40500,low
gramfo.xyz,.xyz,6,0.3333,0,0.3,0.1886,0.5645,88000,low
wyteworld.biz,.biz,9,0.2222,0,0.15,0.2642,0.4843,115000,low
wyviinfo.site,.site,8,0.375,0,0.2,0.129,0.4471,73000,low
axenergy.online,.online,8,0.375,0,0.25,0.2751,0.5172,80000,low
axturiji.net,.net,8,0.5,0,0.65,0.2354,0.3846,108500,low
jisanworld.net,.net,10,0.3,0,0.65,0.0406,0.4269,77000,low
saathikri.site,.site,9,0.4444,0,0.2,0.3736,0.3936,83000,low
khoj.site,.site,4,0.25,0,0.2,0.3444,0.438,113000,low
site.in,.in,4,0.5,0,0.9,0.2055,0.4743,139500,low
omprajime.site,.site,9,0.4444,0,0.2,0.007,0.5338,104500,low
lesolutions.in,.in,11,0.4545,0,0.9,0.0575,0.5189,144000,low
tuworld.info,.info,7,0.2857,0,0.18,0.0636,0.5538,40500,low
love65.xyz,.xyz,6,0.3333,1,0.3,0.1455,0.5539,70500,low
fokrisanlupeqovin.xyz,.xyz,17,0.4118,0,0.3,0.3155,0.3322,42500,low
daplace.biz,.biz,7,0.4286,0,0.15,0.2071,0.5984,120500,low
info85.net,.net,6,0.3333,1,0.65,0.1934,0.5189,50500,low
dakopeomlu.co.in,.co.in,10,0.5,0,0.6,0.1589,0.3718,76000,low
rojgar47.net,.net,8,0.25,1,0.65,0.0163,0.4092,39500,low
solutionsle.net,.net,11,0.4545,0,0.65,0.2859,0.3823,72500,low
zaplace.org,.org,7,0.4286,0,0.58,0.0755,0.5917,61500,low
saathi.in,.in,6,0.5,0,0.9,0.0803,0.5322,110500,low
razone.co.in,.co.in,6,0.5,0,0.6,0.052,0.4457,67000,low
travelun.xyz,.xyz,8,0.375,0,0.3,0.1429,0.4766,123000,low
omhuvitume.org,.org,10,0.5,0,0.58,0.3562,0.46,166500,low
milanwy.net,.net,7,0.2857,0,0.65,0.0447,0.4556,74500,low
kriaxplace.com,.com,10,0.4,0,1.0,0.1993,0.5283,72500,low
sansite.org,.org,7,0.4286,0,0.58,0.0924,0.592,93000,low
ombhahufo.co.in,.co.in,9,0.4444,0,0.6,0.1205,0.4737,101000,low
kivizone.biz,.biz,8,0.5,0,0.15,0.3058,0.4854,60500,low
meezezkrisibu.online,.online,13,0.4615,0,0.25,0.1853,0.3357,71500,low
shadesign.info,.info,9,0.3333,0,0.18,0.24,0.5226,64500,low
praezonline.online,.online,11,0.4545,0,0.25,0.1325,0.4078,90500,low
vyconnect.xyz,.xyz,9,0.2222,0,0.3,0.1401,0.4661,38500,low
jihushacakoda.com,.com,13,0.4615,0,1.0,0.096,0.4056,70000,low
unzone.co.in,.co.in,6,0.5,0,0.6,0.0043,0.4967,59500,low
hukrivinca.biz,.biz,10,0.4,0,0.15,0.0326,0.53,37000,low
vikomotusi.online,.online,10,0.5,0,0.25,0.0065,0.3793,45500,low
tesewa.org,.org,6,0.5,0,0.58,0.1519,0.4424,110500,low
sewa45.org,.org,6,0.3333,1,0.58,0.3445,0.5177,108000,low
hosttu.info,.info,6,0.3333,0,0.18,0.2645,0.5977,79500,low
serviceom.in,.in,9,0.4444,0,0.9,0.2219,0.4053,97000,low
bestom.net,.net,6,0.3333,0,0.65,0.3543,0.5627,75000,low
caplace.in,.in,7,0.4286,0,0.9,0.3358,0.4948,192000,low
shainfo.xyz,.xyz,7,0.4286,0,0.3,0.0377,0.4308,64000,low
puhotel.co.in,.co.in,7,0.4286,0,0.6,0.0052,0.4539,109000,low
huopbuax.com,.com,8,0.5,0,1.0,0.2464,0.4418,87500,low
zone.net,.net,4,0.5,0,0.65,0.2124,0.5991,150000,low
axkrikripu.com,.com,10,0.4,0,1.0,0.2761,0.543,146000,low
xevinsancafodev.info,.info,15,0.4,0,0.18,0.0706,0.3971,60000,low
krionline.net,.net,9,0.4444,0,0.65,0.2545,0.4242,118000,low
riombuop.org,.org,8,0.5,0,0.58,0.3707,0.4143,139500,low
lesiteezom.info,.info,10,0.5,0,0.18,0.266,0.4551,101500,low
monajisi.net,.net,8,0.5,0,0.65,0.1822,0.5139,60000,low
buworld.co.in,.co.in,7,0.2857,0,0.6,0.0128,0.4636,51500,low
zasamay.co.in,.co.in,7,0.4286,0,0.6,0.1828,0.5553,91500,low
zateleqobu.in,.in,10,0.5,0,0.9,0.0689,0.3639,153000,low
zone.in,.in,4,0.5,0,0.9,0.2712,0.5698,153500,low
zamilan.online,.online,7,0.4286,0,0.25,0.3571,0.5756,70500,low
saathifo.co.in,.co.in,8,0.5,0,0.6,0.3,0.3941,102000,low
energyop.site,.site,8,0.375,0,0.2,0.3204,0.5824,121500,low
art.com,.com,3,0.3333,0,1.0,0.3631,0.555,213000,low
rashasiezjisha.biz,.biz,14,0.4286,0,0.15,0.2932,0.3506,54000,low
kritefowykomevin.in,.in,16,0.375,0,0.9,0.208,0.3194,92500,low
lezapratefosha.com,.com,14,0.4286,0,1.0,0.0127,0.3372,36500,low
solutionsdev.in,.in,12,0.4167,0,0.9,0.1824,0.3672,56500,low
solutionsda.online,.online,11,0.4545,0,0.25,0.1787,0.4074,77000,low
menabhasha.site,.site,10,0.4,0,0.2,0.3208,0.5091,61000,low
connect.co.in,.co.in,7,0.2857,0,0.6,0.1741,0.5104,50500,low
group70.co.in,.co.in,7,0.2857,1,0.6,0.3504,0.4836,57500,low
qopeplace.org,.org,9,0.4444,0,0.58,0.1459,0.4545,115000,low
tezone.info,.info,6,0.5,0,0.18,0.3215,0.4351,39000,low
oplove.info,.info,6,0.5,0,0.18,0.2693,0.5318,84000,low
vypuxena.info,.info,8,0.375,0,0.18,0.1139,0.531,100000,low
center82.xyz,.xyz,8,0.25,1,0.3,0.0296,0.441,67000,low
qoinfo.net,.net,6,0.5,0,0.65,0.253,0.4597,117500,low
kikhoj.in,.in,6,0.3333,0,0.9,0.1408,0.4395,80500,low
shacazone.in,.in,9,0.4444,0,0.9,0.3484,0.4069,127500,low
qorionline.com,.com,10,0.5,0,1.0,0.306,0.4608,170500,low
vyraunqo.in,.in,8,0.375,0,0.9,0.1215,0.5063,118000,low
gameste.online,.online,7,0.4286,0,0.25,0.262,0.4225,89500,low
kilove.online,.online,6,0.5,0,0.25,0.0101,0.5185,101500,low
businessle.org,.org,10,0.4,0,0.58,0.3118,0.4232,145000,low
games56.com,.com,7,0.2857,1,1.0,0.049,0.4553,107500,low
portal94.online,.online,8,0.25,1,0.25,0.0745,0.4433,88500,low
lezone.org,.org,6,0.5,0,0.58,0.0381,0.5065,78000,low
luinfo.biz,.biz,6,0.5,0,0.15,0.2015,0.5542,78500,low
wylezone.site,.site,8,0.375,0,0.2,0.2146,0.5826,107500,low
nokrionline.co.in,.co.in,11,0.4545,0,0.6,0.1769,0.3839,62500,low
center.online,.online,6,0.3333,0,0.25,0.0211,0.5622,49000,low
bestxeez.info,.info,8,0.375,0,0.18,0.0507,0.4052,93500,low
loveop.site,.site,6,0.5,0,0.2,0.0096,0.4542,78000,low
yojna.xyz,.xyz,5,0.4,0,0.3,0.3294,0.6264,102500,low
newsno.net,.net,6,0.3333,0,0.65,0.3576,0.5452,121500,low
business.xyz,.xyz,8,0.375,0,0.3,0.2367,0.5309,95500,low
sanportal.online,.online,9,0.3333,0,0.25,0.0011,0.4227,22000,low
busolutions.info,.info,11,0.4545,0,0.18,0.0216,0.5144,124000,low
catuworld.com,.com,9,0.3333,0,1.0,0.1061,0.4524,90500,low
servicekri.org,.org,10,0.4,0,0.58,0.0314,0.3976,51000,low
bestzale.info,.info,8,0.375,0,0.18,0.3389,0.5527,93500,low
place18.in,.in,7,0.2857,1,0.9,0.1401,0.4588,45500,low
siworld.org,.org,7,0.2857,0,0.58,0.3449,0.4157,90500,low
energy.in,.in,6,0.3333,0,0.9,0.3356,0.4923,96500,low
lushaplace.net,.net,10,0.4,0,0.65,0.2167,0.4219,132000,low
nokoperajdape.xyz,.xyz,13,0.4615,0,0.3,0.0318,0.4437,78500,low
jisundar.online,.online,8,0.375,0,0.25,0.1625,0.4118,62500,low
site17.online,.online,6,0.3333,1,0.25,0.0359,0.5131,84000,low
saathivy.in,.in,8,0.375,0,0.9,0.0517,0.4961,62500,low
lepecaqodevezbha.biz,.biz,16,0.4375,0,0.15,0.2098,0.4412,45000,low
jipusijibu.xyz,.xyz,10,0.5,0,0.3,0.2162,0.4302,106000,low
pupraopkriluxete.info,.info,16,0.4375,0,0.18,0.2068,0.4309,84000,low
zadabharivi.net,.net,11,0.4545,0,0.65,0.2617,0.4002,113000,low
sandesh.net,.net,7,0.2857,0,0.65,0.2466,0.5438,68000,low
raplace.xyz,.xyz,7,0.4286,0,0.3,0.3624,0.5997,107500,low
zaplace.com,.com,7,0.4286,0,1.0,0.2643,0.4321,135000,low
devmeeznora.in,.in,11,0.4545,0,0.9,0.2806,0.3596,143000,low
noaxshaca.biz,.biz,9,0.4444,0,0.15,0.0215,0.4164,89000,low
vysanvisi.org,.org,9,0.3333,0,0.58,0.3229,0.5305,93000,low
pekiunbu.online,.online,8,0.5,0,0.25,0.3418,0.3656,103500,low
opcenter.online,.online,8,0.375,0,0.25,0.3072,0.524,53500,low
loveki.co.in,.co.in,6,0.5,0,0.6,0.3177,0.4969,112000,low
oplezaezpetedev.xyz,.xyz,15,0.4667,0,0.3,0.0351,0.273,54500,low
infosha.xyz,.xyz,7,0.4286,0,0.3,0.2405,0.4597,75000,low
saathi.com,.com,6,0.5,0,1.0,0.1306,0.4516,73000,low
kriwyplace.xyz,.xyz,10,0.3,0,0.3,0.2977,0.4645,87500,low
hotel.online,.online,5,0.4,0,0.25,0.1435,0.5229,111500,low
leviwybhazakripe.in,.in,16,0.375,0,0.9,0.1005,0.42,62500,low
nodevplace.net,.net,10,0.4,0,0.65,0.1667,0.5124,140000,low
shavimepeezvin.in,.in,14,0.4286,0,0.9,0.0506,0.4479,48000,low
khoj.co.in,.co.in,4,0.25,0,0.6,0.1312,0.4607,70500,low
zaworld.biz,.biz,7,0.2857,0,0.15,0.2279,0.4421,92500,low
business55.co.in,.co.in,10,0.3,1,0.6,0.0562,0.4711,46500,low
mocaworld.co.in,.co.in,9,0.3333,0,0.6,0.3702,0.5188,156000,low
bestpemo.net,.net,8,0.375,0,0.65,0.1055,0.5655,151000,low
bestsanom.biz,.biz,9,0.3333,0,0.15,0.2445,0.4144,106500,low
gyan.net,.net,4,0.25,0,0.65,0.1589,0.4797,170500,low
axnoaxme.com,.com,8,0.5,0,1.0,0.1134,0.4025,66000,low
kizarajlexe.org,.org,11,0.4545,0,0.58,0.02,0.352,115500,low
vituvinwyhuqo.in,.in,13,0.3846,0,0.9,0.3687,0.3732,38500,low
luhost.net,.net,6,0.3333,0,0.65,0.1592,0.4471,124500,low
meezshazaxesan.net,.net,14,0.4286,0,0.65,0.3097,0.3665,50500,low
arthu.co.in,.co.in,5,0.4,0,0.6,0.1066,0.5451,72500,low
praworld.org,.org,8,0.25,0,0.58,0.3032,0.5211,117500,low
portal.biz,.biz,6,0.3333,0,0.15,0.0127,0.5908,88000,low
rojgar6.site,.site,7,0.2857,1,0.2,0.3204,0.4146,30000,low
viinfo.biz,.biz,6,0.5,0,0.15,0.0919,0.539,99000,low
devshiksha.online,.online,10,0.3,0,0.25,0.2658,0.5074,81500,low
groupsha.org,.org,8,0.375,0,0.58,0.1069,0.4709,119000,low
fosamay.info,.info,7,0.4286,0,0.18,0.3077,0.6044,71500,low
kirajvydev.biz,.biz,10,0.3,0,0.15,0.2217,0.5162,46000,low
energy91.net,.net,8,0.25,1,0.65,0.3094,0.5118,68000,low
onlineme.info,.info,8,0.5,0,0.18,0.2564,0.4613,64000,low
puvinzone.co.in,.co.in,9,0.4444,0,0.6,0.017,0.5544,54000,low
rinoezunsancako.org,.org,15,0.4667,0,0.58,0.3145,0.3458,105500,low
news.online,.online,4,0.25,0,0.25,0.0428,0.5064,44000,low
zashaunbhavisi.com,.com,14,0.4286,0,1.0,0.2781,0.4579,44500,low
virajmounsite.info,.info,13,0.4615,0,0.18,0.0095,0.3778,29500,low
axhost.online,.online,6,0.3333,0,0.25,0.2847,0.4499,98000,low
lexekribudevji.com,.com,14,0.4286,0,1.0,0.1383,0.3868,40000,low
rajnosanfopezaqo.site,.site,16,0.4375,0,0.2,0.2759,0.3006,83000,low
centerraj.in,.in,9,0.3333,0,0.9,0.0914,0.4778,89500,low
nazone.net,.net,6,0.5,0,0.65,0.0909,0.568,105000,low
saathi.net,.net,6,0.5,0,0.65,0.2774,0.4146,79000,low
travel.site,.site,6,0.3333,0,0.2,0.0867,0.5793,88000,low
ravitena.in,.in,8,0.5,0,0.9,0.3247,0.4858,173500,low
ezinfo.xyz,.xyz,6,0.5,0,0.3,0.2356,0.5429,156500,low
yojna.site,.site,5,0.4,0,0.2,0.3308,0.6303,59500,low
vymewyle.org,.org,8,0.25,0,0.58,0.3276,0.4147,60000,low
gamesvin.online,.online,8,0.375,0,0.25,0.342,0.4747,122000,low
sanwyrajbhaop.com,.com,13,0.3077,0,1.0,0.0214,0.3952,41000,low
caenergy.xyz,.xyz,8,0.375,0,0.3,0.0345,0.4383,69000,low
vitebufoxe.in,.in,10,0.5,0,0.9,0.0126,0.4262,71000,low
pezone.info,.info,6,0.5,0,0.18,0.2268,0.4719,62500,low
qosixefovy.org,.org,10,0.4,0,0.58,0.2918,0.538,93000,low
fotujizanaturaj.org,.org,15,0.4667,0,0.58,0.3736,0.4042,53000,low
zasanonline.info,.info,11,0.4545,0,0.18,0.3123,0.4033,100000,low
vixeshacame.co.in,.co.in,11,0.4545,0,0.6,0.046,0.3869,58000,low
pumemeleno.net,.net,10,0.5,0,0.65,0.1791,0.3903,68000,low
burajdanahu.co.in,.co.in,11,0.4545,0,0.6,0.1074,0.3647,149000,low
bhapuzone.com,.com,9,0.4444,0,1.0,0.1773,0.4735,152500,low
energy.org,.org,6,0.3333,0,0.58,0.3173,0.5811,134000,low
krimozone.co.in,.co.in,9,0.4444,0,0.6,0.0162,0.5425,68500,low
sundar66.biz,.biz,8,0.25,1,0.15,0.3577,0.4437,66500,low
rajplace.info,.info,8,0.375,0,0.18,0.2789,0.4263,38000,low
axshamomobuca.site,.site,13,0.4615,0,0.2,0.053,0.4543,58500,low
vinabunaom.site,.site,10,0.5,0,0.2,0.3729,0.3323,129500,low
rainfo.org,.org,6,0.5,0,0.58,0.2308,0.5189,105000,low
ririperaax.online,.online,10,0.5,0,0.25,0.0624,0.5057,97000,low
penagari.co.in,.co.in,8,0.5,0,0.6,0.0035,0.5174,99000,low
travel.info,.info,6,0.3333,0,0.18,0.2811,0.4599,62500,low
games80.com,.com,7,0.2857,1,1.0,0.3053,0.3847,113500,low
sisaathi.biz,.biz,8,0.5,0,0.15,0.0715,0.5505,118500,low
world64.net,.net,7,0.1429,1,0.65,0.2223,0.406,82500,low
peonline.net,.net,8,0.5,0,0.65,0.1587,0.5226,106500,low
luxeplace.info,.info,9,0.4444,0,0.18,0.1771,0.4953,115000,low
kozaopfopuxeki.xyz,.xyz,14,0.5,0,0.3,0.2689,0.4023,30000,low
center.site,.site,6,0.3333,0,0.2,0.0585,0.4771,58500,low
nagarisan.co.in,.co.in,9,0.4444,0,0.6,0.3311,0.5483,106000,low
bhavypraomsanjiax.in,.in,17,0.3529,0,0.9,0.1301,0.2442,95000,low
hostno.org,.org,6,0.3333,0,0.58,0.1053,0.5343,75500,low
bhafoqoda.co.in,.co.in,9,0.4444,0,0.6,0.1025,0.5299,56500,low
vinblog.biz,.biz,7,0.2857,0,0.15,0.0389,0.4412,69500,low
ezgames.net,.net,7,0.4286,0,0.65,0.3151,0.5424,98000,low
hotelle.biz,.biz,7,0.4286,0,0.15,0.1324,0.5288,119500,low
pesite.in,.in,6,0.5,0,0.9,0.0302,0.4541,122500,low
bestqo.net,.net,6,0.3333,0,0.65,0.0534,0.4976,49500,low
bestkipra.org,.org,9,0.3333,0,0.58,0.1106,0.3671,91000,low
bhanoqobumofolu.com,.com,15,0.4667,0,1.0,0.0538,0.2682,65000,low
solutions.in,.in,9,0.4444,0,0.9,0.112,0.3896,122000,low
konoworld.biz,.biz,9,0.3333,0,0.15,0.332,0.4579,105500,low
tuonline.com,.com,8,0.5,0,1.0,0.2905,0.4835,175500,low
sanvybhashaezunwy.com,.com,17,0.2941,0,1.0,0.274,0.2074,52000,low
zainfo.online,.online,6,0.5,0,0.25,0.2441,0.4479,39000,low
krimilan.xyz,.xyz,8,0.375,0,0.3,0.0167,0.4678,30000,low
qoraxerabhahupu.com,.com,15,0.4667,0,1.0,0.1355,0.437,105500,low
ezhubunavykobu.org,.org,14,0.4286,0,0.58,0.2154,0.3478,42500,low
kiopvydashakina.org,.org,15,0.4,0,0.58,0.2707,0.4043,64500,low
tufolefosile.in,.in,12,0.5,0,0.9,0.1887,0.3737,55000,low
butravel.org,.org,8,0.375,0,0.58,0.3551,0.576,154000,low
love.online,.online,4,0.5,0,0.25,0.2653,0.4386,108000,low
huspark.co,.co,7,0.2857,0,0.8,0.5775,0.6928,420500,medium
mevyqoop.net,.net,8,0.375,0,0.65,0.5433,0.7051,893500,medium
green93.in,.in,7,0.2857,1,0.9,0.5216,0.5501,342500,medium
prasiwyvinvy.com,.com,12,0.25,0,1.0,0.6235,0.5898,349500,medium
folevin.co.in,.co.in,7,0.4286,0,0.6,0.5997,0.6826,783000,medium
ezhq.com,.com,4,0.25,0,1.0,0.5474,0.7398,757500,medium
kriaxda.co,.co,7,0.4286,0,0.8,0.6565,0.6843,576000,medium
rivinco.com,.com,7,0.4286,0,1.0,0.4852,0.6439,563500,medium
axnova.io,.io,6,0.5,0,0.85,0.6122,0.5873,502500,medium
casoft.in,.in,6,0.3333,0,0.9,0.72,0.6545,653000,medium
lulink.in,.in,6,0.3333,0,0.9,0.6203,0.7198,558500,medium
eznext.app,.app,6,0.3333,0,0.75,0.6293,0.7373,732000,medium
unnosidevlu.tech,.tech,11,0.4545,0,0.55,0.3613,0.5089,713500,medium
spacebu.net,.net,7,0.4286,0,0.65,0.7055,0.5995,410000,medium
bhazalab.dev,.dev,8,0.375,0,0.7,0.72,0.6275,707500,medium
vikrica.in,.in,7,0.4286,0,0.9,0.5867,0.6778,578000,medium
kribase.in,.in,7,0.4286,0,0.9,0.5346,0.6413,681000,medium
wyviko.app,.app,6,0.3333,0,0.75,0.4185,0.6755,263000,medium
globalop.com,.com,8,0.375,0,1.0,0.6523,0.6738,713500,medium
myme.com,.com,4,0.25,0,1.0,0.6047,0.6075,630500,medium
qomedia.tech,.tech,7,0.5714,0,0.55,0.6167,0.557,462000,medium
sanop.tech,.tech,5,0.4,0,0.55,0.6248,0.7287,1117500,medium
bazaarxe.co,.co,8,0.5,0,0.8,0.4974,0.5557,782500,medium
softko.io,.io,6,0.3333,0,0.85,0.5755,0.7304,487500,medium
globalbha.app,.app,9,0.3333,0,0.75,0.5961,0.6018,452000,medium
naomhub.com,.com,7,0.4286,0,1.0,0.6503,0.6492,882500,medium
dabase.io,.io,6,0.5,0,0.85,0.4888,0.5962,538500,medium
krituno.com,.com,7,0.4286,0,1.0,0.5797,0.682,838000,medium
kriax.tech,.tech,5,0.4,0,0.55,0.6232,0.6751,774000,medium
new5.dev,.dev,4,0.25,1,0.7,0.7178,0.6712,339500,medium
levino.app,.app,6,0.5,0,0.75,0.5067,0.6113,961000,medium
tubase.com,.com,6,0.5,0,1.0,0.4914,0.5794,503500,medium
global.app,.app,6,0.3333,0,0.75,0.6025,0.6593,978500,medium
mespark.com,.com,7,0.2857,0,1.0,0.4891,0.6504,533000,medium
linkun.co,.co,6,0.3333,0,0.8,0.6965,0.7399,360500,medium
naqohub.io,.io,7,0.4286,0,0.85,0.3553,0.5966,719000,medium
bhakoezvin.tech,.tech,10,0.4,0,0.55,0.6948,0.6722,387000,medium
syncji.app,.app,6,0.1667,0,0.75,0.5541,0.6703,446500,medium
omfoun.io,.io,6,0.5,0,0.85,0.4768,0.6399,417500,medium
store81.co.in,.co.in,7,0.2857,1,0.6,0.5576,0.5674,504500,medium
coreez.com,.com,6,0.5,0,1.0,0.6014,0.6279,761000,medium
tusoft.app,.app,6,0.3333,0,0.75,0.6605,0.7356,683500,medium
cacaco.com,.com,6,0.5,0,1.0,0.6306,0.576,826000,medium
myvipra.com,.com,7,0.2857,0,1.0,0.6587,0.659,271500,medium
mohq.com,.com,4,0.25,0,1.0,0.4471,0.6649,636000,medium
myna.net,.net,4,0.25,0,0.65,0.6334,0.6683,433000,medium
vipucavy.app,.app,8,0.375,0,0.75,0.4297,0.7371,854500,medium
devviluax.co,.co,9,0.4444,0,0.8,0.5242,0.61,392500,medium
merajbase.co,.co,9,0.4444,0,0.8,0.72,0.5726,669000,medium
najivy.in,.in,6,0.3333,0,0.9,0.6902,0.6027,492500,medium
myraj.net,.net,5,0.2,0,0.65,0.6632,0.5446,367500,medium
sikohq.io,.io,6,0.3333,0,0.85,0.3986,0.6616,779000,medium
softbu.com,.com,6,0.3333,0,1.0,0.5971,0.6833,422000,medium
kobuopkora.app,.app,10,0.5,0,0.75,0.425,0.533,730000,medium
lukisipra.com,.com,9,0.4444,0,1.0,0.4973,0.5942,542500,medium
sanlera.co.in,.co.in,7,0.4286,0,0.6,0.6962,0.7201,328500,medium
sannova.com,.com,7,0.4286,0,1.0,0.7043,0.6506,540500,medium
teprame.com,.com,7,0.4286,0,1.0,0.5823,0.6066,686000,medium
shaluop.com,.com,7,0.4286,0,1.0,0.4974,0.6919,420500,medium
mepebha.com,.com,7,0.4286,0,1.0,0.4368,0.6234,462000,medium
puhub.app,.app,5,0.4,0,0.75,0.3742,0.6853,646000,medium
opreal.co,.co,6,0.5,0,0.8,0.7048,0.7277,896000,medium
krishi.net,.net,6,0.3333,0,0.65,0.72,0.6903,532500,medium
shaktimo.in,.in,8,0.375,0,0.9,0.72,0.6527,662500,medium
vinkrizame.in,.in,10,0.4,0,0.9,0.5247,0.7167,618500,medium
globalop.dev,.dev,8,0.375,0,0.7,0.72,0.668,614500,medium
lecore.in,.in,6,0.5,0,0.9,0.5502,0.6524,485000,medium
digime.in,.in,6,0.5,0,0.9,0.5147,0.6229,444000,medium
media23.co.in,.co.in,7,0.4286,1,0.6,0.72,0.7301,454000,medium
sansan.io,.io,6,0.3333,0,0.85,0.6307,0.6265,563500,medium
new2.co,.co,4,0.25,1,0.8,0.7102,0.5865,460500,medium
qobase.io,.io,6,0.5,0,0.85,0.5718,0.6803,428500,medium
omtule.app,.app,6,0.5,0,0.75,0.3745,0.5939,734500,medium
shamo.com,.com,5,0.4,0,1.0,0.4866,0.7848,796500,medium
kolab.co,.co,5,0.4,0,0.8,0.4808,0.6912,650000,medium
paisevi.com,.com,7,0.5714,0,1.0,0.6423,0.5223,2596500,medium
lufo.app,.app,4,0.5,0,0.75,0.3659,0.7011,209000,medium
krishidev.co,.co,9,0.3333,0,0.8,0.6265,0.5954,301000,medium
pecare.tech,.tech,6,0.5,0,0.55,0.4988,0.6548,529000,medium
omezwybha.com,.com,9,0.3333,0,1.0,0.4732,0.587,980500,medium
zashadahuno.co.in,.co.in,11,0.4545,0,0.6,0.3896,0.6366,771000,medium
linkkri.tech,.tech,7,0.2857,0,0.55,0.72,0.6902,690000,medium
ezxepra.co,.co,7,0.4286,0,0.8,0.6248,0.6501,344000,medium
wyzakopu.dev,.dev,8,0.375,0,0.7,0.557,0.6479,985500,medium
noez.net,.net,4,0.5,0,0.65,0.512,0.6547,343500,medium
sync87.dev,.dev,6,0.0,1,0.7,0.4664,0.5487,165500,medium
sparkvy.net,.net,7,0.1429,0,0.65,0.6356,0.6067,553500,medium
bubucaviraj.co.in,.co.in,11,0.4545,0,0.6,0.4297,0.5155,580500,medium
fotuqo.net,.net,6,0.5,0,0.65,0.635,0.7362,546500,medium
movilesante.com,.com,11,0.4545,0,1.0,0.7176,0.6268,1023000,medium
caglobal.net,.net,8,0.375,0,0.65,0.6168,0.5874,692000,medium
butubase.net,.net,8,0.5,0,0.65,0.4552,0.6879,531000,medium
labfo.co,.co,5,0.4,0,0.8,0.72,0.7921,287000,medium
new.co,.co,3,0.3333,0,0.8,0.4821,0.7783,409000,medium
myza.com,.com,4,0.25,0,1.0,0.6594,0.6936,1166500,medium
mediara.net,.net,7,0.5714,0,0.65,0.72,0.5366,550000,medium
teaxsoft.com,.com,8,0.375,0,1.0,0.6373,0.707,411500,medium
pulink.co,.co,6,0.3333,0,0.8,0.4535,0.7426,639500,medium
viprabase.com,.com,9,0.4444,0,1.0,0.4953,0.6095,495000,medium
puvidya.dev,.dev,7,0.4286,0,0.7,0.72,0.6597,236500,medium
